Time_sec,X_2d_X,X_2d_Y,PupilDiameter,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,CameraDirection_X,CameraDirection_Y,CameraDirection_Z,CameraOrigin_X,CameraOrigin_Y,CameraOrigin_Z
2.26844,0.3902588,0.5691519,3.687134,2732.233,-57.38275,62.54571,-0.9908431,-0.03234692,0.1310862,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.28508,0.3937098,0.5795641,3.690781,2732.234,-57.38635,62.54777,-0.989477,-0.04405567,0.1378199,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.301122,0.3883067,0.5782224,3.703133,2732.232,-57.38589,62.54463,-0.990948,-0.0424479,0.1273588,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.318359,0.3886887,0.572181,3.700615,2732.233,-57.3838,62.54482,-0.9911247,-0.03570587,0.1280511,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.334999,0.3921586,0.5708399,3.706627,2732.233,-57.38333,62.54681,-0.9902897,-0.0342537,0.1347333,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.351041,0.3904459,0.5699964,3.720665,2732.233,-57.38304,62.54582,-0.9907652,-0.03328728,0.1314396,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.368278,0.3899245,0.5728614,3.718567,2732.233,-57.38403,62.54554,-0.9907819,-0.03649184,0.1304589,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.384918,0.3889165,0.5726897,3.713066,2732.233,-57.38397,62.54494,-0.9910486,-0.03627396,0.1284786,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.40096,0.3899662,0.5752743,3.731331,2732.233,-57.38487,62.54558,-0.9906653,-0.0391882,0.1305622,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.418198,0.3900369,0.572236,3.725563,2732.233,-57.38382,62.5456,-0.9907812,-0.03578706,0.1306591,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.434837,0.3896604,0.5736125,3.715424,2732.233,-57.38429,62.54538,-0.9908221,-0.03731409,0.1299197,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.450879,0.3905268,0.58125,3.732841,2732.233,-57.38694,62.54593,-0.9902325,-0.04587466,0.1316624,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.468117,0.3899367,0.578691,3.741051,2732.233,-57.38605,62.54557,-0.9905172,-0.04299673,0.1304876,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.484757,0.3916516,0.5753022,3.743324,2732.233,-57.38488,62.54655,-0.990232,-0.03924575,0.1337925,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.500798,0.3894856,0.5647222,3.730392,2732.233,-57.38121,62.54523,-0.9911962,-0.02736981,0.1295412,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.518036,0.3893434,0.5643727,3.729118,2732.233,-57.38109,62.54515,-0.9912421,-0.02697741,0.1292726,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.534676,0.3893527,0.5682509,3.73568,2732.233,-57.38243,62.54517,-0.9911131,-0.03131596,0.1292829,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.550717,0.3878881,0.5667483,3.743805,2732.232,-57.38191,62.54432,-0.9915313,-0.02960861,0.1264478,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.567955,0.389396,0.5669248,3.744675,2732.233,-57.38198,62.5452,-0.9911423,-0.02983991,0.129408,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.584595,0.3887205,0.5684789,3.750603,2732.233,-57.38251,62.5448,-0.991264,-0.03155785,0.1280617,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.600637,0.3886614,0.5716059,3.757103,2732.233,-57.3836,62.5448,-0.9911548,-0.03506192,0.1279956,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.617874,0.3909292,0.5707669,3.750748,2732.233,-57.3833,62.54609,-0.9906158,-0.03415049,0.1323405,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.634514,0.3908038,0.5643851,3.735741,2732.233,-57.3811,62.546,-0.9908699,-0.027008,0.132089,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.650556,0.3899992,0.5689552,3.739418,2732.233,-57.38268,62.54555,-0.9909223,-0.03211141,0.1305442,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.667794,0.3885581,0.5762178,3.752029,2732.232,-57.38519,62.54475,-0.9909845,-0.04020411,0.1278013,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.684433,0.3881968,0.5755616,3.755768,2732.232,-57.38497,62.54455,-0.9911007,-0.03947519,0.1271265,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.700475,0.3904633,0.583881,3.763939,2732.233,-57.38784,62.5459,-0.9901122,-0.04879691,0.1315167,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.717713,0.3903517,0.5796137,3.755745,2732.233,-57.38637,62.54582,-0.9903608,-0.04404127,0.131323,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.734352,0.3892462,0.5821767,3.759552,2732.232,-57.38726,62.5452,-0.9905105,-0.04688123,0.1291943,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.750394,0.3892136,0.576751,3.756546,2732.233,-57.38538,62.54514,-0.9907944,-0.04081627,0.1290757,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.767632,0.3897181,0.5696328,3.750542,2732.233,-57.38291,62.5454,-0.9909641,-0.0328696,0.1300377,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
